OBJECTID,location,median,median_white,median_white_only,median_hispanic,median_black_only,median_asian,median_native,median_native_islander,median_other,median_two_or_more,All_Crime,Violent_Crime,Murder_and_Nonnegligent_Manslaughter,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary,Larceny_theft,Motor_Vehicle_Theft,Arson,Metropolitan_Nonmetropolitan,crime_majority,pct_violent,pct_murder,pct_rape,pct_robbery,pct_assault,pct_property,pct_burglary,pct_larceny,pct_vehicle,pct_arson,majority_race,population,population_white,population_white_only,population_hispanic,population_black,population_asian,population_native,population_native_islander,population_other,population_two_or_more,male_population,population_white_male,population_white_only_male,population_hispanic_male,population_black_male,population_asian_male,population_native_male,population_native_islander_male,population_other_male,population_two_or_more_male,female_population,population_white_female,population_white_only_female,population_hispanic_female,population_black_female,population_asian_female,population_native_female,population_native_islander_female,population_other_female,population_two_or_more_female,pct_white,pct_white_only,pct_hispanic,pct_black,pct_asian,pct_native,pct_native_islander,pct_other,pct_two_or_more,Shape_Length,Shape_Area,GEOIDFQ
615,"Manistee County, Michigan",60879,60556,60336,73512,0,0,48438,0,70625,82679,178,25,0,9,0,16,64,10,48,6,0,Nonmetropolitan County,Property Crimes,14.04494382,0,5.056179775,0,8.988764045,35.95505618,5.617977528,26.96629213,3.370786517,0,White,25247,22541,22131,882,869,96,324,5,83,1329,13005,11325,11107,446,715,52,183,0,41,689,12242,11216,11024,436,154,44,141,5,42,640,89.28189488,87.65793956,3.493484374,3.441993108,0.380243197,1.283320791,0.019804333,0.328751931,5.263991761,2.920970837,0.37434432,0500000US26101
616,"Lyon County, Iowa",72881,73066,73184,74375,0,0,0,0,84063,74375,38,1,0,0,0,1,18,7,8,3,0,Nonmetropolitan County,Property Crimes,2.631578947,0,0,0,2.631578947,47.36842105,18.42105263,21.05263158,7.894736842,0,White,12087,11429,11361,421,36,54,6,0,132,430,6175,5821,5781,256,20,8,4,0,89,233,5912,5608,5580,165,16,46,2,0,43,197,94.55613469,93.99354679,3.483080996,0.297840655,0.446760983,0.049640109,0,1.092082403,3.55754116,2.223108261,0.169090698,0500000US19119
617,"Hutchinson County, Texas",65470,66955,69051,55592,0,0,0,0,50060,56689,84,15,0,5,0,10,27,5,20,2,0,Nonmetropolitan County,Property Crimes,17.85714286,0,5.952380952,0,11.9047619,32.14285714,5.952380952,23.80952381,2.380952381,0,White,20413,15112,13897,5011,492,137,367,42,1128,3135,10422,7593,7003,2681,237,48,186,30,503,1825,9991,7519,6894,2330,255,89,181,12,625,1310,74.03125459,68.07916524,24.5480821,2.410228776,0.67114094,1.797873904,0.205751237,5.525890364,15.35786019,1.935995671,0.23122857,0500000US48233
618,"Texas County, Oklahoma",59275,62591,72215,55039,0,0,108098,0,57188,55398,98,4,2,0,0,2,45,11,32,2,0,Nonmetropolitan County,Property Crimes,4.081632653,2.040816327,0,0,2.040816327,45.91836735,11.2244898,32.65306122,2.040816327,0,White,20880,10686,8008,10679,868,513,749,0,4326,3738,10944,5570,4106,5600,704,105,170,0,2307,2088,9936,5116,3902,5079,164,408,579,0,2019,1650,51.17816092,38.35249042,51.14463602,4.157088123,2.456896552,3.587164751,0,20.7183908,17.90229885,3.164801753,0.535408289,0500000US40139
619,"Woodward County, Oklahoma",65060,66164,66606,49707,0,223472,79844,0,60278,29583,52,5,0,3,0,2,21,6,10,5,0,Nonmetropolitan County,Property Crimes,9.615384615,0,5.769230769,0,3.846153846,40.38461538,11.53846154,19.23076923,9.615384615,0,White,20260,16924,15521,3021,248,78,466,3,880,1661,10521,8645,7918,1631,231,19,275,2,448,901,9739,8279,7603,1390,17,59,191,1,432,760,83.53405726,76.60908193,14.91115499,1.224086871,0.384995064,2.300098717,0.014807502,4.343534057,8.198420533,2.52368593,0.324423769,0500000US40153
620,"Adams County, Iowa",68828,68152,69022,-2500,0,0,0,0,0,73173,14,3,0,0,0,3,4,1,1,2,0,Nonmetropolitan County,Property Crimes,21.42857143,0,0,0,21.42857143,28.57142857,7.142857143,7.142857143,14.28571429,0,White,3641,3475,3453,27,13,0,20,0,3,130,1806,1745,1731,19,8,0,10,0,3,40,1835,1730,1722,8,5,0,10,0,0,90,95.44081296,94.83658336,0.741554518,0.357044768,0,0.549299643,0,0.082394946,3.570447679,1.431272632,0.117999439,0500000US19003
621,"St. Croix County, Wisconsin",102482,103054,103219,87934,0,115547,60208,0,88233,97500,,,,,,,,,,,,,,,,,,,,,,,,White,94819,88169,87063,2789,665,922,64,16,965,4018,47727,44439,43831,1509,422,379,41,2,616,1828,47092,43730,43232,1280,243,543,23,14,349,2190,92.9866377,91.82020481,2.941393603,0.70133623,0.972378954,0.067497021,0.016874255,1.017728514,4.237547327,2.050506493,0.217433615,0500000US55109
622,"Venango County, Pennsylvania",61626,62154,62157,64917,0,31250,0,0,56609,47500,,,,,,,,,,,,,,,,,,,,,,,,White,50096,47208,47095,587,576,173,20,9,551,1559,24948,23532,23455,345,339,103,16,6,231,721,25148,23676,23640,242,237,70,4,3,320,838,94.23506867,94.00950176,1.17175024,1.149792399,0.345336953,0.039923347,0.017965506,1.099888215,3.112024912,1.984741127,0.19041962,0500000US42121
623,"Summit County, Ohio",71016,76417,76764,52858,40164,92663,44471,0,58969,55049,1619,112,3,36,4,69,697,69,576,52,1,Metropolitan County,Property Crimes,6.917850525,0.185299568,2.223594812,0.24706609,4.261890056,43.05126621,4.261890056,35.57751699,3.211859172,0.061766523,White,538087,403547,399092,13884,75307,21795,652,70,4471,32245,262128,197707,195490,6947,35585,10882,398,29,2355,15172,275959,205840,203602,6937,39722,10913,254,41,2116,17073,74.99660836,74.16867533,2.580251892,13.99532046,4.050460242,0.121169997,0.013009049,0.830906526,5.992525372,1.55239947,0.116646277,0500000US39153
624,"Glynn County, Georgia",68546,76496,77421,38434,44340,0,105938,0,37278,60365,3593,281,3,56,27,195,1512,135,1241,136,7,Metropolitan County,Property Crimes,7.820762594,0.083495686,1.55858614,0.751461175,5.427219594,42.08182577,3.757305873,34.53938213,3.785137768,0.194823267,White,84987,54868,52808,6400,20918,1045,174,64,2596,5322,39828,25788,24884,3236,9595,467,88,64,1407,2419,45159,29080,27924,3164,11323,578,86,0,1189,2903,64.56046219,62.13656206,7.530563498,24.61317613,1.229599821,0.204737195,0.075305635,3.054584819,6.262134209,2.104073119,0.143486398,0500000US13127
625,"Webb County, Texas",62506,63876,80492,61535,0,114052,89167,0,60197,60969,443,53,0,4,2,47,167,35,101,31,3,Metropolitan County,Property Crimes,11.96388262,0,0.902934537,0.451467269,10.60948081,37.69751693,7.900677201,22.79909707,6.997742664,0.677200903,Hispanic/Latino,267731,100976,9554,254619,1207,1227,821,4,20360,143136,132784,51174,5131,125553,806,480,456,0,10229,69639,134947,49802,4423,129066,401,747,365,4,10131,73497,37.71546814,3.568507196,95.10254696,0.450825642,0.458295827,0.306651079,0.001494037,7.604647949,53.46261733,4.759406483,0.800333652,0500000US48479
626,"Montgomery County, North Carolina",55849,61053,62008,47965,37576,44659,21652,0,58466,60278,420,55,3,12,4,36,153,37,94,22,4,Nonmetropolitan County,Property Crimes,13.0952381,0.714285714,2.857142857,0.952380952,8.571428571,36.42857143,8.80952381,22.38095238,5.238095238,0.952380952,White,25874,17289,16261,4000,4318,404,296,0,1445,2122,12714,8512,7949,2165,1976,219,137,0,655,1215,13160,8777,8312,1835,2342,185,159,0,790,907,66.81997372,62.84687331,15.45953467,16.68856767,1.561413001,1.144005565,0,5.584756899,8.201283141,1.846596273,0.128776319,0500000US37123
627,"Aroostook County, Maine",54254,54616,54572,0,250000,0,29048,0,43558,47483,178,10,0,4,0,6,79,22,44,13,0,Nonmetropolitan County,Property Crimes,5.617977528,0,2.247191011,0,3.370786517,44.38202247,12.35955056,24.71910112,7.303370787,0,White,67227,62766,62431,1059,512,280,887,52,285,2445,33618,31310,31106,565,320,131,439,29,208,1181,33609,31456,31325,494,192,149,448,23,77,1264,93.36427328,92.86596159,1.57525994,0.761598762,0.416499323,1.319410356,0.077349874,0.423936811,3.63693159,8.189349059,2.078396532,0500000US23003
628,"Jefferson Davis County, Mississippi",37183,44667,45893,0,34873,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Black,11183,4256,4237,19,6729,4,5,0,0,189,5269,2114,2105,9,3064,0,5,0,0,86,5914,2142,2132,10,3665,4,0,0,0,103,38.05776625,37.88786551,0.169900742,60.17168917,0.035768577,0.044710722,0,0,1.690065278,1.522357685,0.100671387,0500000US28065
629,"Washington County, Indiana",61358,61444,61444,120347,0,0,0,0,0,0,152,17,0,1,0,16,59,8,42,9,0,Metropolitan County,Property Crimes,11.18421053,0,0.657894737,0,10.52631579,38.81578947,5.263157895,27.63157895,5.921052632,0,White,28167,27033,26941,416,77,46,0,0,192,819,14001,13502,13448,231,38,0,0,0,119,342,14166,13531,13493,185,39,46,0,0,73,477,95.97401214,95.64738879,1.476905599,0.273369546,0.163311677,0,0,0.681648738,2.907657898,1.8674628,0.13836209,0500000US18175
630,"Grant County, South Dakota",73818,76301,76470,0,0,0,0,0,0,36250,,,,,,,,,,,,,,,,,,,,,,,,White,7544,6872,6789,506,44,47,156,0,241,184,3978,3520,3473,290,44,41,103,0,136,134,3566,3352,3316,216,0,6,53,0,105,50,91.09225875,89.99204666,6.707317073,0.583244963,0.623011665,2.067868505,0,3.194591729,2.43902439,2.222979275,0.203825801,0500000US46051
631,"Marshall County, South Dakota",72500,77610,77647,68250,0,0,23958,0,69583,90250,24,3,0,3,0,0,9,3,5,1,0,Nonmetropolitan County,Property Crimes,12.5,0,12.5,0,0,37.5,12.5,20.83333333,4.166666667,0,White,4355,3750,3671,266,11,0,283,0,79,232,2273,1984,1959,117,8,0,135,0,45,101,2082,1766,1712,149,3,0,148,0,34,131,86.10792193,84.29391504,6.107921929,0.252583238,0,6.498277842,0,1.814006889,5.327210103,2.24935256,0.265442066,0500000US46091
632,"Thurston County, Washington",93985,95373,95383,85205,88449,96293,77596,98214,80363,88956,2081,191,3,16,12,160,847,260,454,133,5,Metropolitan County,Property Crimes,9.178279673,0.144161461,0.768861124,0.576645843,7.688611245,40.70158578,12.49399327,21.81643441,6.391158097,0.240269101,White,296640,219738,209556,30528,9863,17198,3444,3072,7603,35722,145919,107620,102634,15535,5702,7415,1603,1635,4185,17759,150721,112118,106922,14993,4161,9783,1841,1437,3418,17963,74.07564725,70.64320388,10.29126214,3.324905609,5.797599784,1.161003236,1.035598706,2.563039374,12.04220604,2.905052053,0.23681093,0500000US53067
633,"Knox County, Nebraska",64821,66276,66566,51250,0,0,38846,0,0,61607,67,3,2,0,0,1,30,4,20,6,1,Nonmetropolitan County,Property Crimes,4.47761194,2.985074627,0,0,1.492537313,44.7761194,5.970149254,29.85074627,8.955223881,1.492537313,White,8362,7196,7103,233,50,36,752,1,39,288,4166,3581,3538,152,32,14,354,0,27,158,4196,3615,3565,81,18,22,398,1,12,130,86.05596747,84.94379335,2.786414733,0.597943076,0.430519015,8.99306386,0.011958862,0.466395599,3.444152117,2.613796575,0.323982712,0500000US31107
634,"Valencia County, New Mexico",58333,66943,68433,53646,80302,0,60996,0,53496,47955,1502,232,1,22,6,203,516,175,239,102,6,Metropolitan County,Property Crimes,15.4460719,0.066577896,1.464713715,0.399467377,13.51531292,34.35419441,11.65113182,15.91211718,6.790945406,0.399467377,Hispanic/Latino,77382,43171,24091,46872,1057,620,3577,82,7805,21070,38556,21859,11870,23689,647,186,1594,0,3867,10403,38826,21312,12221,23183,410,434,1983,82,3938,10667,55.78946008,31.13256313,60.5722261,1.365950738,0.801219922,4.622522034,0.105967796,10.08632499,27.22855444,2.62603596,0.272152452,0500000US35061
635,"Prairie County, Montana",45192,43281,42891,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,0,Nonmetropolitan County,Violent Crimes,25,0,0,0,25,25,0,25,0,0,White,1251,1123,1118,10,0,49,1,0,61,17,675,593,588,5,0,49,1,0,32,0,576,530,530,5,0,0,0,0,29,17,89.76818545,89.3685052,0.799360512,0,3.916866507,0.079936051,0,4.876099121,1.35891287,4.424004767,0.532370158,0500000US30079
636,"Piute County, Utah",44650,44565,44620,47500,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,Nonmetropolitan County,Property Crimes,0,0,0,0,0,50,0,50,0,0,White,1705,1633,1628,75,2,0,0,0,32,38,905,877,873,30,2,0,0,0,17,9,800,756,755,45,0,0,0,0,15,29,95.7771261,95.48387097,4.398826979,0.117302053,0,0,0,1.876832845,2.228739003,2.404640103,0.204437035,0500000US49031
637,"Mason County, Kentucky",51473,53948,53948,21283,38086,-2500,0,0,0,38125,70,8,0,1,0,7,27,10,11,6,0,Nonmetropolitan County,Property Crimes,11.42857143,0,1.428571429,0,10,38.57142857,14.28571429,15.71428571,8.571428571,0,White,16995,14854,14854,384,1052,98,159,0,57,775,8363,7179,7179,269,463,43,80,0,12,586,8632,7675,7675,115,589,55,79,0,45,189,87.40217711,87.40217711,2.259488085,6.190055899,0.576640188,0.935569285,0,0.335392763,4.560164754,1.097852723,0.065992903,0500000US21161
638,"Benton County, Minnesota",71480,76230,76065,58400,48950,75027,50938,0,58250,0,126,14,0,4,1,9,49,13,30,6,0,Metropolitan County,Property Crimes,11.11111111,0,3.174603175,0.793650794,7.142857143,38.88888889,10.31746032,23.80952381,4.761904762,0,White,41458,36188,35902,1346,1620,443,383,8,648,2168,20690,18159,18063,596,928,189,95,4,301,1014,20768,18029,17839,750,692,254,288,4,347,1154,87.28834001,86.59848521,3.24665927,3.907569106,1.068551305,0.923826523,0.019296638,1.563027642,5.229388779,1.681869451,0.123585749,0500000US27009
639,"Donley County, Texas",56648,58633,58711,60357,0,0,0,0,0,0,60,6,0,2,0,4,24,9,11,4,0,Nonmetropolitan County,Property Crimes,10,0,3.333333333,0,6.666666667,40,15,18.33333333,6.666666667,0,White,3276,2856,2572,399,177,82,12,0,60,89,1666,1497,1275,257,77,37,6,0,17,32,1610,1359,1297,142,100,45,6,0,43,57,87.17948718,78.51037851,12.17948718,5.402930403,2.503052503,0.366300366,0,1.831501832,2.716727717,1.967416881,0.238515609,0500000US48129
640,"Bay County, Florida",70188,74647,74840,69005,47179,68167,69193,44028,67883,67585,2784,246,2,26,6,212,1146,200,883,63,0,Metropolitan County,Property Crimes,8.836206897,0.07183908,0.933908046,0.215517241,7.614942529,41.1637931,7.183908046,31.71695402,2.262931034,0,White,181368,138770,133662,15221,18134,3542,817,199,4520,15386,90134,68795,66422,7793,9295,1388,455,71,2082,8048,91234,69975,67240,7428,8839,2154,362,128,2438,7338,76.51294605,73.69657271,8.392329408,9.998456177,1.952935468,0.450465352,0.109721671,2.492170614,8.483304662,3.083723386,0.355636649,0500000US12005
641,"Lauderdale County, Alabama",59082,63401,63331,62054,33945,50491,53750,0,67540,50470,738,95,1,14,0,80,274,41,191,42,0,Metropolitan County,Property Crimes,12.87262873,0.135501355,1.89701897,0,10.8401084,37.12737127,5.555555556,25.88075881,5.691056911,0,White,95037,79325,78618,3163,9205,578,301,15,1172,4441,45668,38421,38023,1594,4056,190,136,15,673,2177,49369,40904,40595,1569,5149,388,165,0,499,2264,83.46749161,82.72357082,3.328177447,9.685701358,0.608184181,0.316718752,0.015783326,1.23320391,4.672916864,2.420665092,0.183810855,0500000US01077
642,"Fountain County, Indiana",62526,63407,63462,0,0,0,62813,0,0,29844,,,,,,,,,,,,,,,,,,,,,,,,White,16546,15656,15545,472,127,46,14,0,157,546,8294,7877,7806,214,127,21,6,0,66,197,8252,7779,7739,258,0,25,8,0,91,349,94.62105645,93.95019944,2.852653209,0.767557114,0.278012813,0.084612595,0,0.948869817,3.299891212,1.447848405,0.108871923,0500000US18045
643,"Shelby County, Illinois",68457,68644,68635,0,0,0,21957,0,146500,39940,103,11,0,1,0,10,40,11,22,7,1,Nonmetropolitan County,Property Crimes,10.67961165,0,0.970873786,0,9.708737864,38.83495146,10.67961165,21.3592233,6.796116505,0.970873786,White,20867,20200,20095,241,24,60,92,10,80,401,10381,10127,10040,149,14,3,40,0,36,161,10486,10073,10055,92,10,57,52,10,44,240,96.80356544,96.30037859,1.154933627,0.115014137,0.287535343,0.440887526,0.047922557,0.383380457,1.921694542,2.213360262,0.207989182,0500000US17173
644,"Fayette County, Illinois",57113,55887,56060,31583,0,0,0,0,0,60500,101,7,0,1,0,6,43,7,31,5,1,Nonmetropolitan County,Property Crimes,6.930693069,0,0.99009901,0,5.940594059,42.57425743,6.930693069,30.69306931,4.95049505,0.99009901,White,21380,19113,18947,620,805,32,108,42,58,1222,11213,9884,9784,230,675,8,36,19,48,543,10167,9229,9163,390,130,24,72,23,10,679,89.39663237,88.6202058,2.899906455,3.765201123,0.149672591,0.505144995,0.196445276,0.271281572,5.715622077,2.082191326,0.195334627,0500000US17051
645,"Perry County, Ohio",64737,64787,64822,102875,78688,0,-2500,0,103875,45313,175,15,0,5,1,9,72,36,31,5,1,Metropolitan County,Property Crimes,8.571428571,0,2.857142857,0.571428571,5.142857143,41.14285714,20.57142857,17.71428571,2.857142857,0.571428571,White,35474,34080,33977,288,80,41,24,0,123,1126,17781,17078,17068,96,31,6,6,0,88,572,17693,17002,16909,192,49,35,18,0,35,554,96.07036139,95.78000789,0.811862209,0.22551728,0.115577606,0.067655184,0,0.346732818,3.17415572,1.627728631,0.112249654,0500000US39127
646,"Danville city, Virginia",42778,49517,49703,55459,35482,80568,0,0,71397,48333,,,,,,,,,,,,,,,,,,,,,,,,Black,42239,17184,16644,2205,21277,596,45,3,290,2844,19383,8162,7799,1254,9362,194,33,0,158,1474,22856,9022,8845,951,11915,402,12,3,132,1370,40.68278132,39.40434196,5.220294041,50.37287815,1.411018253,0.106536613,0.007102441,0.686569284,6.733113947,0.742207191,0.011396935,0500000US51590
647,"Banks County, Georgia",68830,74556,74474,81094,0,43438,0,0,80885,45587,,,,,,,,,,,,,,,,,,,,,,,,White,18757,16320,16244,1299,315,275,16,0,521,1310,9406,8264,8235,658,212,82,10,0,234,604,9351,8056,8009,641,103,193,6,0,287,706,87.00751719,86.60233513,6.925414512,1.679373034,1.466119315,0.085301487,0,2.777629685,6.984059285,1.049244908,0.059499418,0500000US13011
648,"Wayne County, Georgia",49562,58175,58721,27578,33005,0,0,0,19153,38200,,,,,,,,,,,,,,,,,,,,,,,,White,30519,21987,21604,1857,6076,320,23,11,956,1146,15202,10953,10704,971,3148,104,16,0,435,546,15317,11034,10900,886,2928,216,7,11,521,600,72.04364494,70.78868901,6.0847341,19.9089092,1.048527147,0.075362889,0.036043121,3.132474852,3.755037845,2.160320387,0.159580261,0500000US13305
649,"Oklahoma County, Oklahoma",65374,74192,76642,54759,43252,86893,62951,125500,53327,56753,288,30,0,2,2,26,114,35,65,14,0,Metropolitan County,Property Crimes,10.41666667,0,0.694444444,0.694444444,9.027777778,39.58333333,12.15277778,22.56944444,4.861111111,0,White,800487,479766,423239,157068,116150,27254,25188,804,40815,110510,393285,236534,207277,81083,55483,12636,11847,331,21120,55334,407202,243232,215962,75985,60667,14618,13341,473,19695,55176,59.93426502,52.87268875,19.62155538,14.50991709,3.404677403,3.146584517,0.100438858,5.098771123,13.805346,1.761991706,0.18496506,0500000US40109
650,"Johnston County, Oklahoma",50911,49928,50558,38250,41555,0,57333,0,-2500,60313,108,23,1,1,1,20,30,16,6,8,2,Nonmetropolitan County,Property Crimes,21.2962963,0.925925926,0.925925926,0.925925926,18.51851852,27.77777778,14.81481481,5.555555556,7.407407407,1.851851852,White,10334,7110,6942,623,248,7,1165,47,211,1546,5224,3545,3471,295,181,7,519,3,132,837,5110,3565,3471,328,67,0,646,44,79,709,68.80201277,67.17631121,6.028643313,2.399845171,0.067737565,11.27346623,0.454809367,2.041803755,14.96032514,1.873097227,0.167008425,0500000US40069
651,"Jackson County, North Carolina",53479,54393,54619,44018,48799,74716,46980,0,59688,42857,1159,104,1,24,2,77,475,260,179,36,1,Nonmetropolitan County,Property Crimes,8.973252804,0.086281277,2.070750647,0.172562554,6.643658326,40.98360656,22.43313201,15.44434858,3.106125971,0.086281277,White,43089,34250,33866,3310,1021,508,3119,3,1194,2994,21255,16740,16594,1903,568,183,1497,3,785,1479,21834,17510,17272,1407,453,325,1622,0,409,1515,79.48664392,78.5954652,7.681774931,2.369514261,1.178955186,7.238506347,0.006962334,2.771008842,6.948409107,1.982488271,0.127004349,0500000US37099
652,"Summit County, Utah",137058,141031,141510,85250,38854,148472,0,0,80417,118750,699,74,1,42,0,31,274,14,239,21,3,Nonmetropolitan County,Property Crimes,10.58655222,0.143061516,6.008583691,0,4.43490701,39.19885551,2.00286123,34.19170243,3.004291845,0.429184549,White,42709,37047,35545,4762,190,736,181,64,1607,2884,21946,19188,18393,2361,159,333,121,0,753,1392,20763,17859,17152,2401,31,403,60,64,854,1492,86.74284109,83.22601794,11.14987473,0.444871104,1.723290173,0.423798263,0.149851319,3.762672973,6.75267508,5.111630048,0.520306724,0500000US49043
653,"Polk County, Missouri",56686,56091,56359,53864,0,72586,0,0,0,70205,430,44,1,11,1,31,168,41,108,19,6,Metropolitan County,Property Crimes,10.23255814,0.23255814,2.558139535,0.23255814,7.209302326,39.06976744,9.534883721,25.11627907,4.418604651,1.395348837,White,32109,29850,29591,898,262,255,110,8,153,1471,15708,14688,14573,374,148,70,49,0,97,656,16401,15162,15018,524,114,185,61,8,56,815,92.96458937,92.15796194,2.79672366,0.8159706,0.794169859,0.342583076,0.024915133,0.476501915,4.581270049,1.725350259,0.169797553,0500000US29167
654,"Lander County, Nevada",84474,83289,94457,33803,0,0,91875,0,0,146648,112,15,1,5,0,9,40,14,20,6,2,Nonmetropolitan County,Property Crimes,13.39285714,0.892857143,4.464285714,0,8.035714286,35.71428571,12.5,17.85714286,5.357142857,1.785714286,White,5745,4718,4010,1266,141,31,183,0,69,603,3043,2456,2239,580,102,14,55,0,49,367,2702,2262,1771,686,39,17,128,0,20,236,82.12358573,69.79982594,22.03655352,2.454308094,0.539599652,3.18537859,0,1.201044386,10.49608355,6.362531159,1.506315181,0500000US32015
655,"Winneshiek County, Iowa",75652,75133,75239,0,0,11458,0,0,0,81971,58,23,0,0,0,23,6,1,1,4,0,Nonmetropolitan County,Violent Crimes,39.65517241,0,0,0,39.65517241,10.34482759,1.724137931,1.724137931,6.896551724,0,White,19972,18844,18726,600,136,116,50,1,244,581,10109,9397,9364,382,94,47,35,1,135,400,9863,9447,9362,218,42,69,15,0,109,181,94.35209293,93.76126577,3.004205888,0.680953335,0.580813138,0.250350491,0.00500701,1.221710395,2.909072702,1.790511233,0.198246171,0500000US19191
656,"Montgomery County, Kansas",53242,52944,53086,61167,34764,0,53750,0,70300,62604,545,15,1,3,0,11,256,217,27,12,3,Nonmetropolitan County,Property Crimes,2.752293578,0.183486239,0.550458716,0,2.018348624,46.97247706,39.81651376,4.95412844,2.201834862,0.550458716,White,31143,24725,24097,2428,1336,77,831,34,724,3416,15451,12142,11853,1277,630,8,421,34,371,1845,15692,12583,12244,1151,706,69,410,0,353,1571,79.39183765,77.37533314,7.796294512,4.289888578,0.247246572,2.668336384,0.109173811,2.324759978,10.96875702,1.65908105,0.171239159,0500000US20125
657,"Fairfield County, South Carolina",46972,73674,73750,136797,37222,0,0,0,0,0,838,127,2,6,3,116,291,56,193,42,2,Metropolitan County,Property Crimes,15.15513126,0.238663484,0.715990453,0.357995227,13.8424821,34.72553699,6.682577566,23.03102625,5.011933174,0.238663484,Black,20741,8028,8023,486,11499,77,3,0,105,1029,10108,3966,3961,396,5454,42,0,0,105,541,10633,4062,4062,90,6045,35,3,0,0,488,38.70594475,38.68183791,2.343184996,55.44091413,0.371245359,0.014464105,0,0.506243672,4.961187985,1.930654649,0.180243271,0500000US45039
